1000001,1000101,0.777777778
1000001,1100001,1
1000001,1001001,1
1000001,1010001,0.888888889
1000001,1000011,6.111111111
1011,1111,0.675
1011,101011,0.175
1011,11011,1.2
1011,1001011,1.275
1000101,1100101,1.285714286
1000101,1000111,6.142857143
1000101,1010101,1.571428571
1000101,1001101,1.142857143
1100100,1100101,1.125
1100100,1110100,1.25
1100100,1101100,1.125
1100100,1100110,3.125
100101,1100101,1.125
100101,101101,1
100101,100111,0.75
100101,110101,1
1000110,1000111,1.194444444
1000110,1010110,1.222222222
1000110,1001110,0.944444444
1000110,1100110,0.694444444
10011,110011,0.828571429
10011,10111,0.942857143
10011,1010011,2
10011,11011,1.371428571
101100,111100,1.4
101100,101110,0.4
101100,101101,1.6
101100,1101100,1.8
100110,101110,0.666666667
100110,110110,1.333333333
100110,100111,2
100110,1100110,8.333333333
1100001,1100101,1
1100001,1110001,0.666666667
1100001,1100011,6.333333333
1100001,1101001,1.111111111
110100,111100,1
110100,110110,0.571428571
110100,110101,1.142857143
110100,1110100,1.428571429
1110000,1111000,1.125
1110000,1110010,7.875
1110000,1110001,0.75
1110000,1110100,1.25
1101,101101,0.8
1101,1111,2.7
1101,11101,1
1101,1001101,0.8
1010100,1011100,1.090909091
1010100,1010110,4
1010100,1010101,1
1010100,1110100,0.909090909
111,1000111,1.433333333
111,100111,0.2
111,1111,0.9
111,10111,1.1
100011,100111,0.545454545
100011,1100011,5.181818182
100011,101011,0.636363636
100011,110011,2.636363636
1100010,1110010,2.423076923
1100010,1100011,2.192307692
1100010,1101010,0.923076923
1100010,1100110,0.961538462
1110,101110,0.142857143
1110,11110,1.214285714
1110,1001110,2.428571429
1110,1111,1.928571429
11100,111100,0.7
11100,1011100,1.2
11100,11110,1.7
11100,11101,1
101001,101101,1
101001,1101001,1.25
101001,101011,0.875
101001,111001,0.75
1001100,1011100,1.714285714
1001100,1001110,4.857142857
1001100,1001101,1.142857143
1001100,1101100,1.285714286
110001,110101,1.142857143
110001,1110001,0.857142857
110001,110011,4.142857143
110001,111001,0.857142857
10101,110101,0.727272727
10101,1010101,1
10101,11101,0.909090909
10101,10111,3
1001001,1001101,0.888888889
1001001,1101001,1.111111111
1001001,1011001,0.888888889
1001001,1001011,5.666666667
1101000,1111000,0.75
1101000,1101010,2
1101000,1101001,0.833333333
1101000,1101100,0.75
1010001,1110001,0.75
1010001,1010101,1.375
1010001,1010011,8.75
1010001,1011001,1
1000011,1000111,0.781818182
1000011,1100011,1.036363636
1000011,1010011,1.272727273
1000011,1001011,0.927272727
101010,101110,0.666666667
101010,1101010,8
101010,101011,2.333333333
101010,111010,2.666666667
110010,110110,0.5
110010,1110010,7.875
110010,110011,3.625
110010,111010,1
10110,110110,0.2
10110,1010110,2.2
10110,11110,0.85
10110,10111,1.65
11001,11101,1.25
11001,11011,6
11001,1011001,1
11001,111001,0.75
1010010,1110010,1.166666667
1010010,1010110,0.814814815
1010010,1011010,0.907407407
1010010,1010011,1.296296296
11010,11110,0.653846154
11010,1011010,1.884615385
11010,111010,0.307692308
11010,11011,1.846153846
1011000,1111000,0.818181818
1011000,1011100,1.090909091
1011000,1011010,4.454545455
1011000,1011001,0.727272727
111000,1111000,1.5
111000,111100,1.166666667
111000,111010,1.333333333
111000,111001,1
1001010,1001110,0.944444444
1001010,1101010,0.666666667
1001010,1011010,1.361111111
1001010,1001011,1.416666667
1111000,1111001,0.777777778
1111000,1111010,6
1111000,1111100,0.888888889
1100101,1110101,0.888888889
1100101,1101101,1.111111111
1100101,1100111,5.111111111
111100,111101,1
111100,111110,0.428571429
111100,1111100,1.142857143
1000111,1010111,1.697674419
1000111,1001111,1.046511628
1000111,1100111,1.069767442
101110,1101110,13.5
101110,101111,2
101110,111110,1.5
110110,110111,4.5
110110,111110,0.75
110110,1110110,14.25
1110010,1111010,0.857142857
1110010,1110011,1.523809524
1110010,1110110,0.904761905
1011100,1011101,0.75
1011100,1011110,3.75
1011100,1111100,0.666666667
101101,111101,0.875
101101,101111,0.5
101101,1101101,1.25
1010110,1010111,1.659090909
1010110,1110110,1.295454545
1010110,1011110,1.022727273
100111,101111,0.666666667
100111,110111,3
100111,1100111,7.666666667
110101,111101,0.875
110101,110111,2.25
110101,1110101,1
1110001,1111001,1.166666667
1110001,1110011,16
1110001,1110101,1.333333333
11110,111110,0.176470588
11110,11111,2
11110,1011110,2.647058824
1010101,1011101,0.818181818
1010101,1010111,6.636363636
1010101,1110101,0.727272727
1001110,1101110,0.794117647
1001110,1001111,1.323529412
1001110,1011110,1.323529412
1100011,1110011,1.684210526
1100011,1101011,0.98245614
1100011,1100111,0.807017544
1111,101111,0.148148148
1111,11111,1.259259259
1111,1001111,1.666666667
11101,111101,0.7
11101,1011101,0.9
11101,11111,3.4
1101010,1101110,1.125
1101010,1111010,2.25
1101010,1101011,2.333333333
1001101,1011101,1.125
1001101,1001111,5.625
1001101,1101101,1.25
1101001,1111001,0.7
1101001,1101011,5.6
1101001,1101101,1
1110100,1110101,0.8
1110100,1110110,5.7
1110100,1111100,0.8
101011,101111,0.571428571
101011,1101011,8
101011,111011,3
110011,110111,0.620689655
110011,1110011,3.310344828
110011,111011,0.724137931
10111,110111,0.545454545
10111,1010111,2.212121212
10111,11111,1.03030303
1011010,1111010,1.102040816
1011010,1011110,0.918367347
1011010,1011011,1.367346939
1010011,1110011,1.371428571
1010011,1010111,1.042857143
1010011,1011011,0.957142857
111010,1111010,6.75
111010,111110,0.375
111010,111011,2.625
11011,11111,0.708333333
11011,1011011,1.395833333
11011,111011,0.4375
1011001,1111001,0.875
1011001,1011101,1.125
1011001,1011011,8.375
111001,1111001,1.166666667
111001,111101,1.166666667
111001,111011,3.5
1101100,1101110,3
1101100,1111100,0.888888889
1101100,1101101,1.111111111
1001011,1001111,0.882352941
1001011,1101011,1.098039216
1001011,1011011,1.31372549
1100110,1101110,1.08
1100110,1110110,2.28
1100110,1100111,1.84
1111001,1111011,13.42857143
1111001,1111101,1
1101110,1101111,1.481481481
1101110,1111110,2
111101,111111,1.714285714
111101,1111101,1
101111,1101111,10
101111,111111,3
1111010,1111011,1.740740741
1111010,1111110,1
110111,111111,0.666666667
110111,1110111,4.555555556
1110011,1111011,0.979166667
1110011,1110111,0.854166667
1011101,1011111,8.222222222
1011101,1111101,0.777777778
1010111,1011111,1.01369863
1010111,1110111,1.123287671
111110,111111,4
111110,1111110,18
11111,111111,0.352941176
11111,1011111,2.176470588
1001111,1101111,0.888888889
1001111,1011111,1.644444444
1101011,1101111,0.714285714
1101011,1111011,1.678571429
1110101,1110111,10.25
1110101,1111101,0.875
1110110,1111110,0.947368421
1110110,1110111,1.438596491
1011110,1011111,1.644444444
1011110,1111110,1.2
1111100,1111110,6.75
1111100,1111101,0.875
1011011,1111011,1.402985075
1011011,1011111,1.104477612
111011,1111011,4.476190476
111011,111111,0.571428571
1101101,1101111,4
1101101,1111101,0.7
1100111,1101111,0.869565217
1100111,1110111,1.782608696
1101111,1111111,2.375
1111011,1111111,1.010638298
111111,1111111,7.916666667
1011111,1111111,1.283783784
1111110,1111111,1.759259259
1110111,1111111,1.158536585
1111101,1111111,13.57142857
